title,company,location,latitude,longitude,description,salary_min,salary_max,redirect_url,created,search_query,search_location,source,date_downloaded,job_level,min_outlier,max_outlier
Portfolio Manager - Partner Insight & Performance,Lawes Consulting Group,London,51.5074456,-0.1277653,"Job Title: Portfolio Manager&nbsp; Location: London Full/Part Time: Full Time Salary: 90,000 per annum&nbsp; Purpose of Role: On behalf of our client, we are happy to be able to be working on one of the most exciting propositions in the market. This is an exciting opportunity to work with one of the Top 10 Lloyds Syndicates. Within this role you&nbsp;will support the Senior Manager in effectively engaging and managing the capital partners of the... ",80000.0,100000.0,https://www.reed.co.uk/jobs/portfolio-manager-partner-insight-performance/52461824,12/04/2024,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
Performance Modelling Engineer (CPU),MicroTECH Global Ltd,Cambridge,52.2055314,0.1186637,"You will design, implement, and refine performance models that accurately predict CPU microarchitecture behavior, maintaining in-house toolchains for cycle-accurate, trace-driven, or statistical simulations. Leveraging these models, you will assess the feasibility and cost-benefit trade-offs of new CPU features by conducting in-depth performance and power analyses. This includes developing new methodologies, automating workflows, and creating in... ",149000.0,150000.0,https://www.reed.co.uk/jobs/performance-modelling-engineer-cpu/54674648,19/03/2025,data science,England,reed,2025-04-22 18:37:11,Unknown,True,True
Performance Modelling Engineer (CPU),MicroTECH Global Ltd,Cambridge,52.2055314,0.1186637,"You will design, implement, and refine performance models that accurately predict CPU microarchitecture behavior, maintaining in-house toolchains for cycle-accurate, trace-driven, or statistical simulations. Leveraging these models, you will assess the feasibility and cost-benefit trade-offs of new CPU features by conducting in-depth performance and power analyses. This includes developing new methodologies, automating workflows, and creating in... ",149000.0,150000.0,https://www.reed.co.uk/jobs/performance-modelling-engineer-cpu/54673904,19/03/2025,data science,England,reed,2025-04-22 18:37:11,Unknown,True,True
Full Stack Engineer - Angular 17/.Net 8,Harvey Nash,London,51.5074456,-0.1277653,"Job Title: Full Stack Engineer (C#/.Net and Angular 17) Client: World Leading Commodity Company (Oil and Gas) Salary: 120k base (160k total package) Onsite: 4x per week in London Office Technologies: C# and .NET Core Strong Angular 17 (SSR's is essential) UI/UX development Python Development of services, API's and serverless functions in a cloud environment CI/CD and associated tools Desirable skills and experience Advanced Web development (SSR,... ",100000.0,150000.0,https://www.reed.co.uk/jobs/full-stack-engineer-angular-17-net-8/54689548,21/03/2025,data science,England,reed,2025-04-22 18:37:11,Unknown,True,True
Senior UK Risk Manager - Capital Risk,MERJE Ltd,Wall,40.3936801,-79.7861577,"MERJE is seeking a highly skilled Senior Risk Manager - Capital Risk for a leading institution in the Banking - Commercial sector. This role offers an exciting opportunity to join a dedicated team of 2nd Line of Defence Treasury Risk experts, providing oversight on Capital Risk for a forward-thinking bank with ambitious growth plans. The Company This innovative banking institution powers ideas at every stage of their journey, supporting start-up... ",110000.0,120000.0,https://www.reed.co.uk/jobs/senior-uk-risk-manager-capital-risk/54678394,20/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Lead Software Engineer C# .Net Azure SaaS,Client Server Ltd.,RH29PQ,51.24029,-0.20432,"Lead Software Engineer / Developer (C# .Net Azure SaaS) Reigate / WFH to 100k Are you a backend focussed C# technologist with an indepth knowledge of Azure, combined with technical leadership skills? You could be progressing your career in a senior, hands on role at a global InsurTech business that is producing game changing technology. As a Lead Software Engineer you'll collaborate, problem solve and provide technical leadership to a small team... ",85000.0,100000.0,https://www.reed.co.uk/jobs/lead-software-engineer-c-net-azure-saas/54787214,04/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Chief Information Officer (CIO),Evestigio Ltd,SW1A0AA,51.499839,-0.124663,"Chief Information Officer (CIO) Professional Services CIO - live in your world, but play in ours. Ready for a great Chief Information Officer role? If you are looking to Increase Salary &amp; Responsibility in 2025 - read on. Discussions Basic - range 300k to 330k pa with benefits &amp; remote working. We are looking for a CIO - to help lead a reputed Professional Services Firm. In this CIO role &amp; working closely with the CEO &amp; CISO, you... ",300000.0,330000.0,https://www.reed.co.uk/jobs/chief-information-officer-cio/54777335,03/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Sales Manager,h2 Recruit,EC1A1BB,51.524502,-0.112088,A global leading technology player is looking to add an Enterprise Sales Manager to their business to drive the sales performance of a team of new business hunters selling a revolutionary AI SaaS Legal technology solution to the corporate / Enterprise market The Role: As sales manager your will take responsibility for leading a team (already in place) selling a range of SaaS offerings based around AI and digital transformation for inhouse legal ... ,100000.0,120000.0,https://www.reed.co.uk/jobs/sales-manager/54141597,06/12/2024,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Senior Product Manager,Digital Waffle ,London,51.5074456,-0.1277653,"Role: Senior Product Manager Location: London (80% Remote) Salary: 85,000 10-15% Bonus Are you passionate about customer value, continuous discovery, and leveraging cutting-edge AI technologies? Do you thrive in fast-paced environments where experimentation and rapid iteration drive success? We are looking for a Senior Product Manager to join our team in London, where you will play a key role in shaping innovative B2B solutions and embedding AI-... ",85000.0,85000.0,https://www.reed.co.uk/jobs/senior-product-manager/54625526,11/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,False
Software Engineer,Better Placed Limited,SE18SW,51.502706,-0.113259,"Software Engineer Up to 120,000 equity Central London -onsite This is a brilliant role for any Software Engineer and AI enthusiast looking to work in a well-funded pre-seed startup. Join a team of 4 experienced engineers with several million dollars in funding (and several years of runway) to help change the way AI agents interface with software applications. You’ll be pivotal in improving their SaaS product and solve some complex AI problems al... ",90000.0,120000.0,https://www.reed.co.uk/jobs/software-engineer/54678352,20/03/2025,data science,England,reed,2025-04-22 18:37:11,Mid-level,True,True
Senior Java Developer TDD - Technologist,Client Server Ltd.,NW12FB,51.527,-0.134,"Senior Java Developer / Backend Software Engineer London onsite to 160k Are you a Java technologist with strong knowledge of software engineering best practices and backend development experience looking for an opportunity to progress your career in a senior, hands-on role with complex and challenging work? You could be joining a scaling Cyber Security technology company that has just received 100 million investment. As a Senior Java Developer y... ",95000.0,160000.0,https://www.reed.co.uk/jobs/senior-java-developer-tdd-technologist/54875480,22/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Backend Software Engineer Java TDD,Client Server Ltd.,NW12FB,51.527,-0.134,"Backend Software Engineer / Developer London onsite to 160k Are you a Java technologist with strong knowledge of software engineering best practices and backend development experience looking for an opportunity to progress your career in a senior, hands-on role with complex and challenging work? You could be joining a scaling Cyber Security technology company that has just received 100 million investment. As a Backend Software Engineer you'll jo... ",95000.0,160000.0,https://www.reed.co.uk/jobs/backend-software-engineer-java-tdd/54797281,07/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Software Engineering Director,Jackson Green Recruitment LImited,London,51.5074456,-0.1277653,"Software Engineering Director London 120k - 140K 3% commission equity after 1 yr. My client, a Global AI powered technology solutions company, are seeking a Software Engineering Director to lead the company’s software and product development, innovation creation and technological vision. The Software Engineering Director will be responsible for driving innovation, managing technical teams, product development roadmap, and ensuring the suitable f... ",120000.0,140000.0,https://www.reed.co.uk/jobs/software-engineering-director/54817043,09/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Presales Architect,Profile 29,NG16GN,52.951742,-1.155769,"Job: Data/AI Presales Architect (Hybrid Remote Nottingham) Salary; to 95k annual bonus (approx. 20k) Benefits; Medical, Health, Life, Pension, Gym Location; Flexible Hybrid working - offices based in Nottingham (1-2 days/week) Summary This Consultancy company helps organisations drive business value by defining, executing, and evolving their entire business. They deliver digital value through human intelligence, enabling their customers to innov... ",75000.0,115000.0,https://www.reed.co.uk/jobs/presales-architect/54848948,15/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
Lead C# Developer .Net Azure SaaS,Client Server Ltd.,RH29PQ,51.24029,-0.20432,"Lead C# Developer / Backend Software Engineer (C# .Net Azure SaaS) Reigate / WFH to 100k Are you a backend focussed C# technologist with an indepth knowledge of Azure, combined with technical leadership skills? You could be progressing your career in a senior, hands on role at a global InsurTech business that is producing game changing technology. As a Lead C# Developer you'll collaborate, problem solve and provide technical leadership to a smal... ",85000.0,100000.0,https://www.reed.co.uk/jobs/lead-c-developer-net-azure-saas/54830152,11/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Senior Product Security Engineer,Client Server Ltd.,SW100AD,51.485952,-0.180455,"Senior Product Security Engineer London / WFH to 160k Do you have expertise with secure coding practices and application security? You could be progressing your career in a senior, hands-on role at a global systematic trading firm. As a Senior Product Security Engineer you'll drive automated security processes, influence architecture and lead strategic security projects. Collaborating with IT, cloud and engineering teams, you'll implement securi... ",120000.0,160000.0,https://www.reed.co.uk/jobs/senior-product-security-engineer/54828498,11/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Presales Architect,Profile 29,NG16GN,52.951742,-1.155769,"Job: Data/AI Presales Architect (Hybrid Remote Nottingham) Salary; to 95k annual bonus (approx. 20k) Benefits; Medical, Health, Life, Pension, Gym Location; Flexible Hybrid working - offices based in Nottingham (1-2 days/week) Summary This Consultancy company helps organisations drive business value by defining, executing, and evolving their entire business. They deliver digital value through human intelligence, enabling their customers to innov... ",75000.0,115000.0,https://www.reed.co.uk/jobs/presales-architect/54865009,19/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
Full Stack Engineer,Rise Technical Recruitment Limited,London,51.5074456,-0.1277653,"Full Stack Software Engineer London (Hybrid) 80,000 - 110,000 Equity Progression An excellent opportunity awaits a driven Software Engineer with strong full stack experience and React, Next.js, and Python skills to join an exciting AI startup. This role offers exceptional progression, personal development opportunities, and equity This exciting startup is developing an AI-driven solution for the renewable energy sector. In this role, you'll join... ",80000.0,110000.0,https://www.reed.co.uk/jobs/full-stack-engineer/54779861,03/04/2025,data science,England,reed,2025-04-22 18:37:11,Unknown,False,True
Account Executive,h2 Recruit,EC1A1BB,51.524502,-0.112088,"One of the leading players in the LegalTech AI software space is growing their European team due to their continued success and as such are looking for 3x BDM / account executives in their London office to drive sales of their award winning LegalTech AI SaaS solutions and legal and compliance based offerings to their corporates in the UK/I Job Title: Business Development Manager, Account Executive, Sales Specialist, Account Manager, Industry: Do... ",80000.0,100000.0,https://www.reed.co.uk/jobs/account-executive/54141505,06/12/2024,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
Chief Information Security Officer (CISO),Evestigio Ltd,SW1A0AA,51.499839,-0.124663,"CISO Tariffs are set. But your earnings potential? Limitless. Ready for a great Chief Information Security Officer role? If you are looking to Increase Salary &amp; Responsibility in 2025 - read on. Discussions Basic - range 300k to 330k pa with benefits &amp; remote working. We are looking for a CISO - to help lead a reputed Professional Services Firm. In this newly created role, you will have substantive responsibilities and objectives which a... ",300000.0,330000.0,https://www.reed.co.uk/jobs/chief-information-security-officer-ciso/54768073,02/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Backend Software Engineer C# .Net SQL - Hedge Fund,Client Server Ltd.,W1S2ET,51.51196,-0.140823,Backend Software Engineer / Developer (C# .Net SQL) *London onsite* to 180k Are you a technologist Backend Software Engineer with a record of academic achievement? You could be progressing your career working on complex and challenging systems at a Hedge Fund with over $17 billion under management. As a Backend Software Engineer you'll collaborate with a team of highly intelligent technologists and finance professionals to develop algorithmic tr... ,140000.0,180000.0,https://www.reed.co.uk/jobs/backend-software-engineer-c-net-sql-hedge-fund/54869408,22/04/2025,data science,England,reed,2025-04-22 18:37:11,Unknown,True,True
Technical Project Manager,OpenSourced Ltd,EC4A3TW,51.515536,-0.108409,"Are you an experienced Technical Project Manager with a strong understanding of mobile SDKs and eCommerce workflows? Do you thrive in fast-paced environments, coordinating teams, and ensuring seamless project delivery? If so, we want to hear from you! The Role We are looking for a skilled Technical Project Manager to lead the planning, execution, and successful delivery of innovative AI-powered solutions for global clients. This role requires so... ",80000.0,100000.0,https://www.reed.co.uk/jobs/technical-project-manager/54718037,26/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
Frontend Engineer,Harnham - Data & Analytics Recruitment,London,51.5074456,-0.1277653,"Front-End Developer Salary: 120,000 (Flexible) Location: Hybrid 1-3 days a week (Central London) We're hiring on behalf of a fast-moving tech company building creative, AI-powered tools. They're looking for a Front-End Developer with strong React skills and experience in high-performance graphics rendering. Role Overview: You'll develop and optimize a web-based graphics tool focused on performance, interactivity, and clean UI. Ideal for someone ... ",110000.0,120000.0,https://www.reed.co.uk/jobs/frontend-engineer/54803142,07/04/2025,data science,England,reed,2025-04-22 18:37:11,Unknown,True,True
"Geoscience Software Engineer C++, Masters or PhD",Hays Specialist Recruitment Limited,Guildford,51.2356068,-0.5732063,"Geoscience Software Engineer (C /Qt, Masters or PhD) Guildford, Surrey (On-site) 65000 - 120,000 25% Bonus, 10% Pension, Private Medical. - A Masters or PhD Degree in Geology, Physics, Mathematics, Science or Computing. - Can work full-time, 5 days a week in Guildford in the office. Your new company This leading Software provider are looking to bolster their engineering team with an experienced Geological Software Engineer. You will be working f... ",65000.0,120000.0,https://www.reed.co.uk/jobs/geoscience-software-engineer-c-masters-or-phd/54837126,14/04/2025,data science,England,reed,2025-04-22 18:37:11,Mid-level,False,True
Head of SEO,Harnham - Data & Analytics Recruitment,London,51.5074456,-0.1277653,"HEAD OF SEO &amp; CONTENT PRODUCTION SALARY - 80,000 - 100,000 SHARE OPTION LONDON - 3 DAYS IN THE OFFICE NB - NO SPONSORSHIP PROVIDED The Company This is a disruptive fintech car finance lender, thats reshaping the industry with innovative and seamless solutions. THE ROLE Execute SEO strategies to position the company to be helpful and authoritative Focusing on AI driven search. Define SEO roadmap. 50/50 split between strategy and hands-on work... ",80000.0,100000.0,https://www.reed.co.uk/jobs/head-of-seo/54651839,15/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
Senior Platform Engineer AWS - FinTech,Client Server Ltd.,W1T3PQ,51.51727,-0.137643,"Senior Platform Engineer (AWS IaC) London / WFH to 100k Are you a senior Platform Engineer looking for an opportunity to work with a modern tech stack with no legacy code where you can make an impact and progress your career in a leadership role whilst remaining hands-on? You could be joining a growing, global, FinTech services company that has seen 30-40% year on year growth for the past 10 years and has ambitious growth plans. As the Senior Pl... ",90000.0,100000.0,https://www.reed.co.uk/jobs/senior-platform-engineer-aws-fintech/54802164,07/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Insights Lead,Sanderson,Edinburgh,55.9533456,-3.1883749,"Who are Diligenta? Diligenta's vision is to be acknowledged as Best in-class Platform based Life and Pensions Administration Service provider. Customer service is at the heart of everything we do, and our aim is to transform our clients' operations. A business that has been described as 'home' by existing employees, we drive a culture that is founded on positive change and development. Summary of the role: As an Insights Lead, you will play a ke... ",83738.0,83738.0,https://www.reed.co.uk/jobs/insights-lead/54704641,25/03/2025,data science,Scotland,reed,2025-04-22 18:37:12,Senior,True,False
Sales Consultant Remote Self Employed High Income,Limitless Prospects Ltd T/A Success Moves,G115AF,55.876,-4.306,"Marketing Sales - Remote - Self employed Sales. Video Marketing. Full or Part Time 60,000 - 150,000 OTE Full Time Are you seeking self-employed sales, knowing that Video marketing is being with the advance of AI and other Tech? We are exclusively representing an innovative, Automated, video production company, backed and led by forty years of experience. We seek, entrepreneurial minded field sales, hard-working, money hungry, self-employed, eage... ",60000.0,150000.0,https://www.reed.co.uk/jobs/sales-consultant-remote-self-employed-high-income/54374126,24/01/2025,data science,Scotland,reed,2025-04-22 18:37:12,Senior,False,True
Senior Internal Audit Manager,Sanderson,Edinburgh,55.9533456,-3.1883749,"Who are Diligenta? Diligenta's vision is to be acknowledged as Best in-class Platform based Life and Pensions Administration Service provider. Customer service is at the heart of everything we do, and our aim is to transform our clients' operations. A business that has been described as 'home' by existing employees, we drive a culture that is founded on positive change and development. Summary of the Role As a Senior Internal Audit Manager, you ... ",90749.0,90749.0,https://www.reed.co.uk/jobs/senior-internal-audit-manager/54836620,14/04/2025,data science,Scotland,reed,2025-04-22 18:37:12,Senior,True,False
Principal Cyber Security Consultant,Addition,Edinburgh,55.9533456,-3.1883749,"We're currently seeking a Principal Cyber Security Consultant to join a highly awarded solutions leader, providing cloud, data and security services that power AI and Machine Learning Transformation. Ready to take your cybersecurity career to the next level? Join a leading organisation that offers flexible working, real opportunities for career progression, and the chance to work with cutting-edge tech like CyberArk, Zscaler, and Zero Trust solu... ",70000.0,100000.0,https://www.reed.co.uk/jobs/principal-cyber-security-consultant/54817862,09/04/2025,data science,Scotland,reed,2025-04-22 18:37:12,Senior,False,True
Sales Consultant Remote Self Employed High Income,Limitless Prospects Ltd T/A Success Moves,CF101AB,51.478699,-3.17783,"Marketing Sales - Remote - Self employed Sales. Video Marketing. Full or Part Time 60,000 - 150,000 OTE Full Time Are you seeking self-employed sales, knowing that Video marketing is being with the advance of AI and other Tech? We are exclusively representing an innovative, Automated, video production company, backed and led by forty years of experience. We seek, entrepreneurial minded field sales, hard-working, money hungry, self-employed, eage... ",60000.0,150000.0,https://www.reed.co.uk/jobs/sales-consultant-remote-self-employed-high-income/54374182,24/01/2025,data science,Wales,reed,2025-04-22 18:37:12,Senior,False,True
Sales Consultant Remote Self Employed High Income,Limitless Prospects Ltd T/A Success Moves,CH48UT,53.177387,-2.930085,"Marketing Sales - Remote - Self employed Sales. Video Marketing. Full or Part Time 60,000 - 150,000 OTE Full Time Are you seeking self-employed sales, knowing that Video marketing is being with the advance of AI and other Tech? We are exclusively representing an innovative, Automated, video production company, backed and led by forty years of experience. We seek, entrepreneurial minded field sales, hard-working, money hungry, self-employed, eage... ",60000.0,150000.0,https://www.reed.co.uk/jobs/sales-consultant-remote-self-employed-high-income/54374144,24/01/2025,data science,Wales,reed,2025-04-22 18:37:12,Senior,False,True
Data Scientist,Harnham - Data & Analytics Recruitment,London,51.5074456,-0.1277653,"Contract Data Scientist - Graph Theory &amp; Household Propensity Modelling Gaming &amp; Gambling Sector | Remote UK | 500-550/day Outside IR35 We're working with a leading gaming &amp; gambling business looking to hire a contract Data Scientist with experience in Graph Theory and Household Propensity Modelling. You'll be joining a high-performing data science team focused on customer behaviour, player interaction modelling, and personalisation ... ",100000.0,100000.0,https://www.reed.co.uk/jobs/data-scientist/54831071,11/04/2025,data science,remote,reed,2025-04-22 18:37:14,Unknown,True,True
AI Engineer,Ronald James,NG11AA,52.955007,-1.141046,"We are seeking an experienced AI Engineer who has built software products. We're looking to enhance our technology products with advanced AI solutions. In this role, you will bridge AI research and practical application, collaborating with cross-functional teams to design and deploy AI features that elevate user experiences. Key Responsibilities: AI Integration: Develop and embed AI models into our products, ensuring scalability and efficiency. ... ",75000.0,110000.0,https://www.reed.co.uk/jobs/ai-engineer/54686466,21/03/2025,data science,remote,reed,2025-04-22 18:37:14,Mid-level,False,True
AI Engineer,Harnham - Data & Analytics Recruitment,Manchester,53.4794892,-2.2451148,"AI Engineer / ML Engineer - CRYPTO - REMOTE We are collaborating with a cryptocurrency analytics firm that assists clients in identifying market opportunities, conducting due diligence, and protecting portfolios. The company is expanding its strategic capabilities in AI &amp; ML. They are seeking a skilled and driven Senior AI/ML Engineer to join their team. In this position, you will design and manage AI models to process extensive blockchain d... ",130000.0,150000.0,https://www.reed.co.uk/jobs/ai-engineer/54627833,11/03/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,True,True
Senior Ai Engineer,167 Solutions Ltd,WC1A1AP,51.517359,-0.125413,"Senior AI Engineer - Python, AWS, NLP | 100,000 - 130,000 | Remote (UK-Based) 167 Solutions Ltd is hiring on behalf of a global organisation at the forefront of artificial intelligence innovation. We are seeking a highly skilled Senior AI Engineer with expertise in Python, AWS, Natural Language Processing (NLP), and advanced AI technologies to contribute to the development and deployment of cutting-edge AI solutions. Role Overview As a Senior AI... ",100000.0,125000.0,https://www.reed.co.uk/jobs/senior-ai-engineer/54811175,08/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,True,True
"Technical AI & Data Portfolio Manager, AI Programme Manager, Remote",Carrington Recruitment Solutions Ltd,W1A1AB,51.514584,-0.152839,"Technical AI &amp; Data Portfolio Manager, AI &amp; Data Programme Manager, Technical AI Delivery Manager, Mainly Remote Data &amp; AI Technical Portfolio Manager (TPM) required to work for a Professional Services business based in Central London. However, this is Global role that may require some Global travel (fully expensed) but most of the work can be done from the comfort of your own home. The TPM is responsible for the strategic oversight ... ",100000.0,120000.0,https://www.reed.co.uk/jobs/technical-ai-data-portfolio-manager-ai-programme-manager-remote/54646974,14/03/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,True,True
"Data & AI Architect, Microsoft Azure, PaaS, ETL, Data Modelling Remote",Carrington Recruitment Solutions Ltd,W1A1AB,51.514584,-0.152839,"Data &amp; AI Architect, Azure AI Services, PaaS, ETL, Data Modelling, Remote Data &amp; AI Architect / Microsoft Stack / Azure required to work for a fast growing Enterprise business based in Central London. However, this will be a remote role and you may have the odd meeting in London, along with some global travel (all expenses paid). This role will be working at the forefront of AI and we need this candidate to not only have the Data Archite... ",85000.0,95000.0,https://www.reed.co.uk/jobs/data-ai-architect-microsoft-azure-paas-etl-data-modelling-remote/54830126,11/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,True,False
"Data & AI Architect, Microsoft Azure, PaaS, ETL, Data Modelling Remote",Carrington Recruitment Solutions Ltd,W1A1AB,51.514584,-0.152839,"Data &amp; AI Architect, Azure AI Services, PaaS, ETL, Data Modelling, Remote Data &amp; AI Architect / Microsoft Stack / Azure required to work for a fast growing Enterprise business based in Central London. However, this will be a remote role and you may have the odd meeting in London, along with some global travel (all expenses paid). This role will be working at the forefront of AI and we need this candidate to not only have the Data Archite... ",85000.0,95000.0,https://www.reed.co.uk/jobs/data-ai-architect-microsoft-azure-paas-etl-data-modelling-remote/54795077,06/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,True,False
"Solution Architect, Data, AI, Microsoft Azure, PaaS, ETL, Remote",Carrington Recruitment Solutions Ltd,W1A1AB,51.514584,-0.152839,"Solution Architect, Azure AI Services, Data, PaaS, ETL, Data Modelling, Remote Solution Architect / AI / Data / Microsoft Stack / Azure required to work for a fast growing Enterprise business based in Central London. However, this will be a remote role and you may have the odd meeting in London, along with some global travel (all expenses paid). This role will be working at the forefront of AI and we need this candidate to not only have the Data... ",85000.0,95000.0,https://www.reed.co.uk/jobs/solution-architect-data-ai-microsoft-azure-paas-etl-remote/54834927,13/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,True,False
Business Development Lead / Project Manager - AI,Harnham - Data & Analytics Recruitment,London,51.5074456,-0.1277653,"Project Manager / Business Development Lead - Urban Transport AI Contract to Perm | 400-500 Per Day | Remote (UK-based preferred) Start: Mid-Late May If you've sold to city authorities, we want to talk to you. My client is building an AI assistant to help councils manage traffic, mobility, and city infrastructure more intelligently. Backed by 1m in research funding and already piloting with major councils, we're now looking for someone to lead c... ",75000.0,100000.0,https://www.reed.co.uk/jobs/business-development-lead-project-manager-ai/54820369,10/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,False,True
"Senior AI & Data Project Manager, Programme Manager, Mainly Remote",Carrington Recruitment Solutions Ltd,EC2M4YF,51.516887,-0.07834,"Technical AI &amp; Data Senior Project Manager, AI &amp; Data Programme Manager, Technical AI Delivery Manager, AI &amp; Data Portfolio Manager, Mainly Remote Senior Project Manager, AI Programme Manager, Data &amp; AI Technical Portfolio Manager (TPM) required to work for a Professional Services business based in Central London. However, this is Global role that may require some Global travel (fully expensed) but most of the work can be done fr... ",100000.0,120000.0,https://www.reed.co.uk/jobs/senior-ai-data-project-manager-programme-manager-mainly-remote/54861839,17/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,True,True
"Technical Project Manager, AI, SDLC, Data, Digital, Global, Remote",Carrington Recruitment Solutions Ltd,W1A1AB,51.514584,-0.152839,"Technical Project Manager, AI, SDLC, Data, Digital, Global, Professional Services, PM Certified, Remote Technical Project Manager / Software Delivery Project Manager required to work for a Professional Services business based in Central London. However, this is Global role that may require some Global travel (fully expensed) but most of the work can be done from the comfort of your own home. Please read in full before applying…and you MUST have ... ",80000.0,100000.0,https://www.reed.co.uk/jobs/technical-project-manager-ai-sdlc-data-digital-global-remote/54660734,17/03/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,False,True
"Technical Portfolio Manager, AI Programme Manager, Remote",Carrington Recruitment Solutions Ltd,W1A1AB,51.514584,-0.152839,"Technical Portfolio Manager, Programme Manager, Technical Delivery Manager, Mainly Remote Technical Portfolio Manager (TPM) required to work for a Professional Services business based in Central London. However, this is Global role that may require some Global travel (fully expensed) but most of the work can be done from the comfort of your own home. The TPM is responsible for the strategic oversight and successful delivery of a portfolio of tec... ",80000.0,110000.0,https://www.reed.co.uk/jobs/technical-portfolio-manager-ai-programme-manager-remote/54795015,06/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,False,True
Senior / Lead Fullstack Engineer,Metamindz UK,London,51.5074456,-0.1277653,"Metamindz is a fast-growing UK-based IT software company. We help by providing fractional CTOs as-a-service, building digital products, hiring technical talent, and conducting tech due diligence. We’re looking for a Senior/Lead Full Stack Engineer to join one of our most exciting product partners. This is an early-stage ed-tech company working on a powerful tool to support neurodiverse learners in schools, starting with automated dyslexia and co... ",70000.0,100000.0,https://www.reed.co.uk/jobs/senior-lead-fullstack-engineer/54848191,15/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,False,True
Chief Information Security Officer - CISO,Teemz Ltd,RG215NB,51.269106,-1.087821,"Chief Information Security Officer - CISO, Up to 160,000 15% Bonus Benefits, 90% Remote Working Included, South East, High Growth Company with double digit growth over the last 5 years Overview of the Chief Information Security Officer: We are seeking a highly experienced and strategic Chief Information Security Officer (CISO) to lead our clients global security strategy and operations. The CISO will be responsible for developing, implementing, ... ",14000.0,160000.0,https://www.reed.co.uk/jobs/chief-information-security-officer-ciso/54859253,17/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,False,True
Machine Learning Engineer,Harnham - Data & Analytics Recruitment,Leeds,53.7974185,-1.5437941,"AI Engineer / ML Engineer - CRYPTO - REMOTE We are collaborating with a cryptocurrency analytics firm that assists clients in identifying market opportunities, conducting due diligence, and protecting portfolios. The company is expanding its strategic capabilities in AI &amp; ML. They are seeking a skilled and driven Senior AI/ML Engineer to join their team. In this position, you will design and manage AI models to process extensive blockchain d... ",100000.0,130000.0,https://www.reed.co.uk/jobs/machine-learning-engineer/54841958,14/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,True,True
Presales Architect,Profile 29,NG16GN,52.951742,-1.155769,"Job: Data/AI Presales Architect (Hybrid Remote Nottingham) Salary; to 95k annual bonus (approx. 20k) Benefits; Medical, Health, Life, Pension, Gym Location; Flexible Hybrid working - offices based in Nottingham (1-2 days/week) Summary This Consultancy company helps organisations drive business value by defining, executing, and evolving their entire business. They deliver digital value through human intelligence, enabling their customers to innov... ",75000.0,115000.0,https://www.reed.co.uk/jobs/presales-architect/54848948,15/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,False,True
Presales Architect,Profile 29,NG16GN,52.951742,-1.155769,"Job: Data/AI Presales Architect (Hybrid Remote Nottingham) Salary; to 95k annual bonus (approx. 20k) Benefits; Medical, Health, Life, Pension, Gym Location; Flexible Hybrid working - offices based in Nottingham (1-2 days/week) Summary This Consultancy company helps organisations drive business value by defining, executing, and evolving their entire business. They deliver digital value through human intelligence, enabling their customers to innov... ",75000.0,115000.0,https://www.reed.co.uk/jobs/presales-architect/54865009,19/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,False,True
